# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|13|021|0012|44201|1|1|007|047|20050301|00:00|0.025|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|01:00|0.025|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|02:00|0.018|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|03:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|04:00|0.018|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|05:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|06:00|0.020|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|07:00|0.018|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|08:00|0.023|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|09:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|10:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|11:00|0.041|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|12:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|13:00|0.041|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|14:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|15:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|16:00|0.041|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|17:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|18:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|19:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|20:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|21:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|22:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050301|23:00|0.029|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20050302|00:00|0.024|||||||||||||||
