# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|13|021|0012|44201|1|1|007|047|20090301|00:00|0.023|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|01:00|0.020|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|02:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|03:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|04:00|0.013|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|05:00|0.008|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|06:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|07:00|0.014|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|08:00|0.043|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|09:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|10:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|11:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|12:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|13:00|0.011|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|14:00|0.011|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|15:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|16:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|17:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|18:00|0.016|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|19:00|0.022|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|20:00||AL||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|21:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|22:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090301|23:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090302|00:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090302|01:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090302|02:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20090302|03:00|0.033|||||||||||||||
