# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|13|021|0007|88101|1|7|105|120|20030103|00:00|9.3||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030106|00:00|10.6||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030109|00:00|16.2||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030112|00:00|5.5||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030115|00:00|12.2||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030118|00:00|10.9||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030121|00:00|8.2||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030124|00:00|10.7||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030127|00:00|12.6||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030130|00:00|11||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030202|00:00|12||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030205|00:00|6.5||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030208|00:00|9||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030211|00:00|11.2||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030214|00:00|20.8||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030217|00:00|10.4||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030220|00:00|21.8||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030223|00:00|6||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030226|00:00|18.6||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030301|00:00|7.7||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030304|00:00|10.5||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030307|00:00|3.5||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030310|00:00|10.5||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030313|00:00|15||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030316|00:00|12||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030319|00:00|12.4||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030322|00:00|16.8||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030325|00:00|24.8||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030328|00:00|14.6||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030331|00:00|8.1||3|||||||||||||
RD|I|13|021|0007|88101|1|7|105|120|20030403|00:00|16.9||3|||||||||||||
