# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|13|021|0012|44201|1|1|007|047|20040301|00:00|0.044|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|01:00|0.040|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|02:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|03:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|04:00|0.040|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|05:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|06:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|07:00|0.040|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|08:00|0.038|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|09:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|10:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|11:00|0.041|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|12:00|0.046|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|13:00|0.049|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|14:00|0.052|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|15:00|0.052|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|16:00|0.052|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|17:00|0.052|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|18:00|0.050|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|19:00|0.048|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|20:00|0.045|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|21:00|0.044|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|22:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040301|23:00|0.040|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|00:00|0.039|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|01:00|0.032|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|02:00|0.020|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|03:00|0.013|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|04:00|0.016|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|05:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|06:00|0.002|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|07:00|0.022|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|08:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|09:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|10:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|11:00|0.050|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|12:00|0.052|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|13:00|0.053|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|14:00|0.053|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|15:00|0.053|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|16:00|0.053|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|17:00|0.052|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|18:00|0.051|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|19:00|0.044|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|20:00|0.024|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|21:00|0.029|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|22:00|0.029|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040302|23:00|0.027|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|00:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|01:00|0.009|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|02:00|0.007|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|03:00|0.003|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|04:00|0.003|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|05:00|0.002|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|06:00|0.002|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|07:00|0.002|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|08:00|0.004|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|09:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|10:00|0.031|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|11:00|0.041|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|12:00|0.047|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|13:00|0.054|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|14:00|0.057|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|15:00|0.057|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|16:00|0.056|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|17:00|0.059|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|18:00|0.055|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|19:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|20:00|0.027|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|21:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|22:00|0.023|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040303|23:00|0.018|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|00:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|01:00|0.015|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|02:00|0.014|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|03:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|04:00|0.011|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|05:00|0.009|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|06:00|0.002|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|07:00|0.002|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|08:00|0.009|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|09:00|0.026|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|10:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|11:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|12:00|0.048|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|13:00|0.050|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|14:00|0.051|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|15:00|0.052|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|16:00|0.053|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|17:00|0.053|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|18:00|0.048|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|19:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|20:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|21:00|0.040|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|22:00|0.038|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040304|23:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040305|00:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040305|01:00|0.032|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040305|02:00|0.031|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040305|03:00|0.028|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040305|04:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040305|05:00|0.014|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040305|06:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040305|07:00|0.026|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040305|08:00|0.028|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20040305|09:00|0.031|||||||||||||||
