# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|13|021|0012|44201|1|1|007|047|20100301|00:00|0.032|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|01:00|0.029|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|02:00|0.020|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|03:00|0.015|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|04:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|05:00|0.010|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|06:00|0.006|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|07:00|0.003|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|08:00|0.014|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|09:00||BL||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|10:00||BL||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|11:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|12:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|13:00|0.051|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|14:00|0.054|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|15:00|0.059|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|16:00|0.061|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|17:00|0.049|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|18:00|0.039|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|19:00|0.023|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|20:00|0.016|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|21:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|22:00|0.022|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100301|23:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100302|00:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100302|01:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100302|02:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100302|03:00|0.030|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100302|04:00|0.031|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100302|05:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20100302|06:00|0.036|||||||||||||||
