# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|13|215|0010|14129|1|7|105|110|20130410|00:00|0.04200||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130416|00:00|0.11200||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130422|00:00|0.03400||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130427|00:00|0.01700||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130428|00:00|0.01700||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130504|00:00|0.06800||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130510|00:00|0.01100||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130516|00:00|0.02600||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130522|00:00|0.00800||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130528|00:00|0.26400||6|||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130603|00:00|0.02100|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130609|00:00|0.02400|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130615|00:00|0.07900|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130621|00:00|0.10000|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130627|00:00|0.01000|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130703|00:00|0.08300|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130709|00:00|0.00700|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130715|00:00|0.15100|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130721|00:00|0.00400|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130727|00:00|0.28700|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130802|00:00|0.03100|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130808|00:00|0.04100|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130814|00:00|0.02600|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130820|00:00|0.12800|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130826|00:00|0.05900|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130901|00:00|0.04100|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130907|00:00|0.04900|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130913|00:00|0.01300|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130919|00:00|0.08000|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20130925|00:00|0.04000|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131001|00:00|0.09000|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131007|00:00|0.00800|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131013|00:00|0.02100|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131019|00:00|0.01500|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131025|00:00|0.01200|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131031|00:00|0.06500|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131106|00:00|0.06500|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131112|00:00|0.02300|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131118|00:00|0.00900|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131124|00:00|0.00500|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131130|00:00|0.00500|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131206|00:00|0.01047|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131212|00:00|0.01154|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131218|00:00|0.03199|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131224|00:00|0.00268|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20131230|00:00|0.01022|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140105|00:00|0.01338|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140111|00:00|0.00487|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140117|00:00|0.01248|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140123|00:00|0.03316|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140129|00:00||AN||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140204|00:00|0.11564|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140210|00:00|0.01841|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140216|00:00|0.01463|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140222|00:00|0.13436|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140228|00:00|0.25978|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140306|00:00|0.01337|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140312|00:00|0.00331|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140318|00:00|0.02258|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140324|00:00|0.04446|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140330|00:00||AM|||4|||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140405|00:00||AM|||4|||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140411|00:00|0.03213|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140417|00:00|0.02797|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140423|00:00|0.01410|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140429|00:00|0.02801|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140505|00:00|0.02212|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140511|00:00|0.02877|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140517|00:00|0.01497|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140523|00:00|0.00939|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140529|00:00|0.03955|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140704|00:00|0.00699|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140710|00:00|0.01814|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140716|00:00|0.00796|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140722|00:00|0.02520|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140728|00:00|0.00582|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140803|00:00|0.01686|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140809|00:00|0.01477|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140815|00:00|0.01498|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140821|00:00|0.01283|||||||||||||||
RD|I|13|215|0010|14129|1|7|105|110|20140827|00:00|0.02244|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130410|00:00|0.04000||6|||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130416|00:00||AG|6|||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130422|00:00|0.06100||6|||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130428|00:00|0.02300||6|||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130504|00:00|0.08400||6|||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130510|00:00|0.01200||6|||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130516|00:00|0.02300||6|||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130522|00:00|0.00800||6|||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130528|00:00|0.32600||6|||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130603|00:00|0.02400|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130609|00:00|0.02400|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130615|00:00|0.09000|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130621|00:00|0.10000|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130627|00:00|0.01100|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130703|00:00|0.10400|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130709|00:00|0.00700|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130715|00:00|0.14300|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130721|00:00|0.00400|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130727|00:00|0.25300|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130802|00:00|0.03800|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130808|00:00|0.04500|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130814|00:00|0.02800|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130820|00:00|0.14200|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130826|00:00|0.05400|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130901|00:00|0.04100|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130907|00:00|0.05900|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130913|00:00|0.01800|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130919|00:00|0.09200|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20130925|00:00|0.04600|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131001|00:00|0.10400|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131007|00:00|0.01000|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131013|00:00|0.01700|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131019|00:00|0.01700|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131025|00:00|0.00900|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131031|00:00|0.07000|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131106|00:00|0.07500|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131112|00:00|0.02200|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131118|00:00|0.01000|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131124|00:00|0.00600|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131130|00:00|0.00700|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131206|00:00|0.01075|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131212|00:00|0.01433|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131218|00:00|0.03359|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131224|00:00|0.00204|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20131230|00:00|0.00881|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140105|00:00|0.01087|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140111|00:00|0.00246|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140117|00:00|0.01296|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140123|00:00|0.02216|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140129|00:00|0.00627|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140204|00:00|0.16139|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140210|00:00|0.01490|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140216|00:00|0.01487|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140222|00:00|0.11601|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140228|00:00|0.29476|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140306|00:00|0.01148|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140312|00:00|0.00341|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140318|00:00|0.02714|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140324|00:00||AM|||4|||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140330|00:00||AM|||4|||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140405|00:00||AM|||4|||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140411|00:00|0.03642|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140417|00:00|0.03095|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140423|00:00|0.01374|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140429|00:00|0.02358|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140505|00:00|0.01999|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140511|00:00|0.02361|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140517|00:00|0.01254|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140523|00:00|0.00984|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140529|00:00|0.03748|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140704|00:00|0.00478|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140710|00:00|0.00888|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140716|00:00|0.00358|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140722|00:00|0.01787|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140728|00:00|0.00597|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140803|00:00|0.01805|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140809|00:00|0.01198|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140815|00:00|0.01486|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140821|00:00|0.01206|||||||||||||||
RD|I|13|215|0010|14129|2|7|105|110|20140827|00:00|0.02511|||||||||||||||
RC|I|13|215|0011|12128|1|001|092|2005|2|4|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2005|3|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2005|4|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2005|5|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2005|6|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2005|7|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2005|8|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2005|9|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2005|10|6|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2005|11|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2005|12|4|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2006|1|4|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2006|2|3|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2006|3|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2006|4|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2006|5|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2006|6|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2006|7|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2006|8|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2006|9|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2006|10|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2006|11|3|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2006|12|6|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2007|1|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2007|2|4|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2007|3|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2007|4|6|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2007|5|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2007|6|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2007|7|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2007|8|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2007|9|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2007|10|4|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2007|11|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2007|12|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2008|1|6|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2008|2|2|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2008|3|6|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2008|4|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2008|5|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2008|6|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2008|7|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2008|8|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2008|9|5|MONTHLY|0.1|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2008|10|5|MONTHLY|0.0336|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2008|11|5|MONTHLY|0.02128|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2008|12|5|MONTHLY|0.0076|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2009|1|6|MONTHLY|0.00908|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2009|2|4|MONTHLY|0.02418|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2009|3|5|MONTHLY|0.0157|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2009|4|5|MONTHLY|0.01244|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2009|5|6|MONTHLY|0.00388|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2009|6|5|MONTHLY|0.01472|||||||||||||
RC|I|13|215|0011|12128|1|001|092|2009|7|5|MONTHLY|0.00458|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20090805|00:00||AV|6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20090811|00:00|0.01900||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20090817|00:00||AV|6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20090823|00:00|0.00260||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20090829|00:00|0.02100||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20090904|00:00|0.01800||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20090910|00:00|0.00310||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20090916|00:00|0.00200||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20090922|00:00|0.00390||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20090928|00:00|0.00410||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091004|00:00|0.00380||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091010|00:00|0.00290||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091016|00:00|0.03900||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091022|00:00|0.01400||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091028|00:00|0.00720||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091103|00:00|0.20000||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091109|00:00|0.00490||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091115|00:00|0.01600||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091121|00:00|0.01100||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091127|00:00|0.00380||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091203|00:00|0.00310||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091209|00:00|0.00220||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091215|00:00|0.09100||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091221|00:00|0.01900||6|||||||||||||
RD|I|13|215|0011|12128|2|7|001|089|20091227|00:00|0.00170||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091004|00:00|0.00380||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091010|00:00|0.00290||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091016|00:00|0.04000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091022|00:00|0.01400||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091028|00:00|0.00730||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091103|00:00|0.20000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091109|00:00|0.00510||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091115|00:00|0.01700||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091121|00:00|0.01200||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091127|00:00|0.00400||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091203|00:00|0.00330||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091209|00:00|0.00220||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091215|00:00|0.09500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091221|00:00|0.02100||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20091227|00:00|0.00180||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100102|00:00|0.01050||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100108|00:00|0.00790||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100114|00:00|0.06600||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100120|00:00|0.04200||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100126|00:00|0.00580||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100201|00:00|0.00460||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100207|00:00|0.00330||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100213|00:00|0.00680||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100219|00:00|0.09100||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100225|00:00|0.03700||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100303|00:00|0.00290||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100309|00:00|0.01500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100315|00:00|0.02000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100321|00:00|0.00280||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100327|00:00|0.01300||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100402|00:00|0.00470||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100408|00:00|0.00220||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100414|00:00|0.00920||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100420|00:00|0.00420||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100426|00:00|0.00250||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100502|00:00|0.00250||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100508|00:00|0.00810||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100514|00:00|0.01100||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100520|00:00|0.03300||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100526|00:00|0.17000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100601|00:00||AV|6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100607|00:00|0.18000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100613|00:00|0.02300||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100619|00:00|0.01300||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100625|00:00|0.01700||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100701|00:00|0.00450||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100707|00:00|0.00390||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100713|00:00|0.01300||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100719|00:00|0.00320||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100725|00:00|0.00240||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100731|00:00|0.03500||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100806|00:00||AV|6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100812|00:00|0.00150||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100818|00:00|0.00170||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100824|00:00|0.05600||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100830|00:00|0.00570||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100905|00:00|0.06700||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100911|00:00|0.01700||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100917|00:00|0.03400||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100923|00:00|0.00450||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20100929|00:00|0.08600||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101005|00:00|0.19000||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101011|00:00|0.01200||6|||||||||||||
RD|I|13|215|0011|14129|1|7|105|110|20101017|00:00|0.12000||6|||||||||||||
