# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|13|021|0012|44201|1|1|007|047|20120301|00:00|0.020|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|01:00|0.019|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|02:00|0.018|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|03:00|0.018|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|04:00|0.018|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|05:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|06:00|0.015|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|07:00|0.014|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|08:00|0.013|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|09:00|0.014|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|10:00|0.014|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|11:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|12:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|13:00|0.020|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|14:00|0.020|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|15:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|16:00|0.019|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|17:00|0.015|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|18:00|0.007|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|19:00|0.013|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|20:00|0.018|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|21:00|0.016|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|22:00|0.015|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120301|23:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|00:00|0.010|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|01:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|02:00|0.014|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|03:00|0.013|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|04:00|0.014|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|05:00|0.014|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|06:00|0.013|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|07:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|08:00|0.013|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|09:00|0.013|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|10:00|0.018|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|11:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|12:00|0.024|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|13:00|0.025|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|14:00|0.026|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|15:00|0.027|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|16:00|0.027|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|17:00|0.028|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|18:00|0.027|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|19:00|0.025|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|20:00|0.023|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|21:00|0.020|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|22:00|0.020|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120302|23:00|0.020|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|00:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|01:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|02:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|03:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|04:00|0.022|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|05:00|0.024|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|06:00|0.024|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|07:00|0.024|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|08:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|09:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|10:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|11:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|12:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|13:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|14:00|0.032|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|15:00|0.029|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|16:00|0.024|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|17:00|0.019|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|18:00|0.013|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|19:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|20:00|0.014|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|21:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|22:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120303|23:00|0.013|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|00:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|01:00|0.026|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|02:00|0.024|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|03:00|0.022|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|04:00|0.030|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|05:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|06:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|07:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|08:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|09:00|0.039|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|10:00|0.041|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|11:00|0.043|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|12:00|0.044|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|13:00|0.044|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|14:00|0.044|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|15:00|0.045|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|16:00|0.046|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|17:00|0.046|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|18:00|0.045|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|19:00|0.031|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|20:00|0.026|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|21:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|22:00||BF||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120304|23:00||BF||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|00:00|0.013|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|01:00|0.019|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|02:00|0.028|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|03:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|04:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|05:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|06:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|07:00|0.029|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|08:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|09:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|10:00|0.039|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|11:00|0.044|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|12:00|0.047|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|13:00|0.049|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|14:00|0.049|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|15:00|0.049|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|16:00|0.050|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|17:00|0.046|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|18:00|0.044|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|19:00|0.043|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|20:00|0.040|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|21:00|0.022|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|22:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120305|23:00|0.012|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120306|00:00|0.011|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120306|01:00|0.032|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120306|02:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120306|03:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20120306|04:00|0.027|||||||||||||||
