# RD|Action Code|State Code|County Code|Site ID|Parameter|POC|Sample Duration|Unit|Method|Date|Start Time|Sample Value|Null Data Code|Sampling Frequency|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
# RC|Action Code|State Code|County Code|Site ID|Parameter|POC|Unit|Method|Year|Period|Number of Samples|Composite Type|Sample Value|Monitor Protocol (MP) ID|Qualifier - 1|Qualifier - 2|Qualifier - 3|Qualifier - 4|Qualifier - 5|Qualifier - 6|Qualifier - 7|Qualifier - 8|Qualifier - 9|Qualifier - 10|Alternate Method Detectable Limit|Uncertainty
RD|I|13|021|0012|44201|1|1|007|047|20130301|00:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|01:00|0.031|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|02:00|0.029|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|03:00|0.027|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|04:00|0.022|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|05:00|0.022|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|06:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|07:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|08:00|0.030|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|09:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|10:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|11:00|0.038|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|12:00|0.043|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|13:00|0.045|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|14:00|0.046|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|15:00|0.045|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|16:00|0.045|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|17:00|0.045|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|18:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|19:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|20:00|0.032|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|21:00|0.030|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|22:00|0.029|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130301|23:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|00:00|0.031|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|01:00|0.032|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|02:00|0.030|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|03:00|0.028|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|04:00|0.027|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|05:00|0.022|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|06:00|0.011|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|07:00|0.014|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|08:00|0.026|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|09:00|0.030|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|10:00|0.032|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|11:00|0.031|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|12:00|0.031|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|13:00|0.031|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|14:00|0.032|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|15:00|0.030|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|16:00|0.031|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|17:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|18:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|19:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|20:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|21:00|0.032|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|22:00|0.029|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130302|23:00|0.025|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|00:00|0.023|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|01:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|02:00|0.021|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|03:00|0.016|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|04:00|0.026|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|05:00|0.032|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|06:00|0.030|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|07:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|08:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|09:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|10:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|11:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|12:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|13:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|14:00|0.038|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|15:00|0.040|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|16:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|17:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|18:00|0.039|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|19:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|20:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|21:00|0.032|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|22:00||BF||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130303|23:00|0.015|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|00:00|0.017|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|01:00|0.016|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|02:00|0.003|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|03:00|0.002|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|04:00|0.004|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|05:00|0.008|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|06:00|0.006|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|07:00|0.004|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|08:00|0.009|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|09:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|10:00|0.044|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|11:00|0.046|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|12:00|0.045|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|13:00|0.040|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|14:00|0.046|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|15:00|0.049|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|16:00|0.050|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|17:00|0.050|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|18:00|0.046|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|19:00|0.039|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|20:00|0.039|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|21:00|0.043|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|22:00|0.044|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130304|23:00|0.039|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|00:00|0.029|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|01:00|0.034|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|02:00|0.026|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|03:00|0.020|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|04:00|0.024|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|05:00|0.033|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|06:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|07:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|08:00|0.040|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|09:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|10:00|0.041|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|11:00|0.041|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|12:00|0.040|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|13:00|0.041|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|14:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|15:00|0.044|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|16:00|0.044|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|17:00|0.042|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|18:00|0.037|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|19:00|0.035|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|20:00|0.036|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|21:00|0.040|||||||||||||||
RD|I|13|021|0012|44201|1|1|007|047|20130305|22:00|0.038|||||||||||||||
